customer_id,first_name,last_name,email,country,signup_date,acquisition_channel,plan_type,age,is_active
43,Oliver,Schmidt,oliver.schmidt43@email.com,UK,2023-04-10,influencer,premium,21,True
44,Laura,Wagner,laura.wagner44@email.com,USA,2024-05-26,referral,basic,44,True
45,Mia,Neumann,mia.neumann45@email.com,UK,2022-01-25,organic,basic,50,True
46,Emma,Schröder,emma.schröder46@email.com,Germany,2023-04-22,influencer,free,51,True
47,Paul,Fischer,paul.fischer47@email.com,France,2022-04-06,organic,basic,57,True
48,Marie,Wagner,marie.wagner48@email.com,Germany,2022-04-11,facebook_ads,basic,37,True
49,Daniel,Smith,daniel.smith49@email.com,Germany,2022-11-13,facebook_ads,basic,27,True
50,Simon,Bauer,simon.bauer50@email.com,Germany,2024-10-07,email,free,46,True
51,Julia,Bauer,julia.bauer51@email.com,USA,2023-12-06,facebook_ads,free,52,True
52,Michael,Neumann,michael.neumann52@email.com,USA,2023-03-16,referral,basic,19,True
53,Stefan,Koch,stefan.koch53@email.com,Germany,2022-11-05,organic,free,48,False
54,Michael,Jones,michael.jones54@email.com,Austria,2022-12-13,email,basic,37,True
55,Finn,Smith,finn.smith55@email.com,Austria,2022-05-02,facebook_ads,basic,22,True
56,Elias,Hoffmann,elias.hoffmann56@email.com,Switzerland,2023-02-10,influencer,premium,35,True
57,Mia,Schwarz,mia.schwarz57@email.com,USA,2022-09-12,referral,free,51,True
58,Jan,Garcia,jan.garcia58@email.com,Austria,2024-08-19,referral,premium,54,True
59,Sarah,Johnson,sarah.johnson59@email.com,UK,2022-10-24,organic,free,50,False
60,Sophie,Martin,sophie.martin60@email.com,UK,2023-06-28,facebook_ads,basic,37,True
61,Jan,Neumann,jan.neumann61@email.com,Switzerland,2024-04-25,influencer,basic,29,True
62,Elias,Schulz,elias.schulz62@email.com,Netherlands,2022-09-26,email,basic,37,True
63,Felix,Schwarz,felix.schwarz63@email.com,USA,2022-10-30,facebook_ads,free,34,True
64,Daniel,Johnson,daniel.johnson64@email.com,Switzerland,2023-09-17,facebook_ads,free,25,True
65,Emma,Thompson,emma.thompson65@email.com,UK,2023-11-23,organic,premium,31,True
66,Lena,Müller,lena.müller66@email.com,France,2023-08-01,facebook_ads,free,38,False
67,Noah,Thompson,noah.thompson67@email.com,Netherlands,2024-08-01,referral,premium,37,True
68,Lukas,Weber,lukas.weber68@email.com,UK,2023-04-08,facebook_ads,free,51,True
69,Luis,Koch,luis.koch69@email.com,Switzerland,2023-01-03,google_ads,basic,38,True
70,Paul,Bauer,paul.bauer70@email.com,UK,2024-01-06,organic,free,37,True
71,Anna,Garcia,anna.garcia71@email.com,UK,2023-12-20,referral,premium,47,True
72,Hannah,Taylor,hannah.taylor72@email.com,UK,2023-04-24,referral,premium,46,True
73,Stefan,Schulz,stefan.schulz73@email.com,Austria,2022-10-09,tiktok_ads,premium,53,True
74,Julia,Schröder,julia.schröder74@email.com,France,2024-06-23,facebook_ads,free,63,True
75,Stefan,Taylor,stefan.taylor75@email.com,USA,2024-02-27,facebook_ads,free,25,True
76,Julia,Wolf,julia.wolf76@email.com,USA,2024-05-19,referral,premium,18,True
77,Max,Richter,max.richter77@email.com,France,2022-03-03,tiktok_ads,basic,32,True
78,Lisa,Schmidt,lisa.schmidt78@email.com,Germany,2022-09-29,tiktok_ads,free,64,True
79,Simon,Richter,simon.richter79@email.com,UK,2022-04-21,organic,free,39,True
80,Luis,Wilson,luis.wilson80@email.com,France,2024-03-21,tiktok_ads,free,27,False
81,Felix,Koch,felix.koch81@email.com,Germany,2024-01-23,organic,free,22,True
82,Luis,Wilson,luis.wilson82@email.com,Germany,2024-08-18,tiktok_ads,basic,21,True
83,Lisa,Wagner,lisa.wagner83@email.com,UK,2023-07-05,google_ads,premium,52,True
84,Felix,Martin,felix.martin84@email.com,Austria,2023-04-09,referral,premium,32,True
85,Mia,Müller,mia.müller85@email.com,France,2022-07-23,email,basic,44,True
86,Hannah,Fischer,hannah.fischer86@email.com,USA,2022-10-06,organic,premium,59,True
87,Marie,Wolf,marie.wolf87@email.com,Austria,2022-06-03,facebook_ads,free,19,False
88,Nina,Weber,nina.weber88@email.com,Germany,2023-10-23,facebook_ads,basic,61,True
89,Marie,Martin,marie.martin89@email.com,Switzerland,2024-11-19,google_ads,basic,49,True
90,Thomas,Wagner,thomas.wagner90@email.com,Germany,2024-06-28,google_ads,basic,48,True
91,Luis,Schmidt,luis.schmidt91@email.com,USA,2022-09-25,email,free,53,True
92,Anna,Klein,anna.klein92@email.com,Netherlands,2024-05-19,tiktok_ads,basic,51,True
93,Marie,Martin,marie.martin93@email.com,USA,2022-10-04,google_ads,premium,27,True
94,Michael,Garcia,michael.garcia94@email.com,Austria,2024-06-19,facebook_ads,basic,50,True
95,Marie,Becker,marie.becker95@email.com,UK,2024-04-28,organic,premium,34,True
96,Nina,Garcia,nina.garcia96@email.com,Austria,2024-06-01,facebook_ads,free,30,False
97,Ben,Müller,ben.müller97@email.com,UK,2024-11-21,facebook_ads,free,26,False
98,Marie,Neumann,marie.neumann98@email.com,USA,2023-04-20,facebook_ads,basic,29,True
99,Elias,Schmidt,elias.schmidt99@email.com,Germany,2023-02-25,organic,free,41,False
100,Lisa,Schmidt,lisa.schmidt100@email.com,Germany,2023-09-24,influencer,premium,22,True
101,Hannah,Thompson,hannah.thompson101@email.com,Netherlands,2022-02-01,google_ads,free,46,False
102,Mia,Schmidt,mia.schmidt102@email.com,Germany,2023-11-29,influencer,basic,40,True
103,Mia,Wilson,mia.wilson103@email.com,USA,2023-04-13,google_ads,basic,40,True
104,Daniel,Garcia,daniel.garcia104@email.com,Netherlands,2023-02-10,tiktok_ads,free,44,True
105,Hannah,Richter,hannah.richter105@email.com,Germany,2024-08-24,google_ads,free,50,True
106,Marie,Schröder,marie.schröder106@email.com,France,2022-10-19,google_ads,basic,31,True
107,Jonas,Schröder,jonas.schröder107@email.com,Netherlands,2024-09-06,facebook_ads,basic,63,True
108,Lena,Wolf,lena.wolf108@email.com,Germany,2024-03-31,facebook_ads,premium,23,True
109,Nina,Bauer,nina.bauer109@email.com,Germany,2022-07-10,email,basic,20,True
110,Nina,Schmidt,nina.schmidt110@email.com,USA,2023-03-03,facebook_ads,basic,57,True
111,Emma,Thompson,emma.thompson111@email.com,Austria,2024-03-18,referral,free,61,True
112,Jan,Martin,jan.martin112@email.com,UK,2023-09-30,tiktok_ads,premium,24,True
113,Elias,Neumann,elias.neumann113@email.com,Netherlands,2024-04-17,google_ads,basic,45,True
114,Noah,Brown,noah.brown114@email.com,Austria,2023-09-05,tiktok_ads,premium,53,True
115,Finn,Schulz,finn.schulz115@email.com,UK,2022-12-13,tiktok_ads,premium,30,True
116,Paul,Taylor,paul.taylor116@email.com,Switzerland,2024-09-18,facebook_ads,basic,41,True
117,Thomas,Garcia,thomas.garcia117@email.com,USA,2024-07-29,organic,basic,34,True
118,Jan,Martin,jan.martin118@email.com,Germany,2023-03-26,influencer,basic,37,True
119,Nina,Brown,nina.brown119@email.com,USA,2023-08-12,facebook_ads,free,65,False
120,Finn,Neumann,finn.neumann120@email.com,USA,2023-10-24,google_ads,basic,55,True
121,Michael,Johnson,michael.johnson121@email.com,USA,2023-12-05,influencer,free,23,True
122,Emma,Müller,emma.müller122@email.com,UK,2022-04-08,referral,basic,44,True
123,Anna,Koch,anna.koch123@email.com,Germany,2023-09-30,referral,basic,63,True
124,Marie,Martin,marie.martin124@email.com,UK,2024-06-15,facebook_ads,basic,35,True
125,Sarah,Jones,sarah.jones125@email.com,Germany,2023-04-12,facebook_ads,free,50,False
126,Luis,Schulz,luis.schulz126@email.com,Germany,2024-01-28,influencer,free,42,True
127,Emma,Martin,emma.martin127@email.com,Switzerland,2023-02-07,facebook_ads,basic,40,True
128,Max,Becker,max.becker128@email.com,Germany,2022-09-03,google_ads,free,54,True
129,Finn,Becker,finn.becker129@email.com,UK,2024-08-12,facebook_ads,premium,47,True
130,Lisa,Wagner,lisa.wagner130@email.com,France,2023-08-14,referral,basic,44,True
131,Noah,Weber,noah.weber131@email.com,Netherlands,2024-01-05,google_ads,basic,23,True
132,Noah,Richter,noah.richter132@email.com,USA,2023-05-21,google_ads,premium,28,True
133,Luis,Thompson,luis.thompson133@email.com,USA,2024-12-13,organic,free,55,True
134,Sarah,Fischer,sarah.fischer134@email.com,Austria,2023-09-11,organic,basic,37,True
135,Marie,Smith,marie.smith135@email.com,Switzerland,2024-11-15,google_ads,free,20,True
136,Lukas,Becker,lukas.becker136@email.com,UK,2023-07-24,google_ads,basic,58,True
137,Stefan,Smith,stefan.smith137@email.com,USA,2023-12-29,facebook_ads,free,23,True
138,Lisa,Thompson,lisa.thompson138@email.com,UK,2022-08-25,google_ads,free,35,False
139,Finn,Thompson,finn.thompson139@email.com,USA,2023-01-06,organic,free,39,True
140,Elias,Weber,elias.weber140@email.com,Germany,2022-01-25,google_ads,basic,55,True
141,Jan,Wagner,jan.wagner141@email.com,UK,2022-02-16,referral,free,52,True
142,Anna,Fischer,anna.fischer142@email.com,UK,2023-01-10,facebook_ads,basic,51,True
143,Emma,Johnson,emma.johnson143@email.com,Switzerland,2022-05-07,tiktok_ads,basic,51,True
144,Jonas,Neumann,jonas.neumann144@email.com,UK,2024-11-01,tiktok_ads,basic,24,True
145,Simon,Martin,simon.martin145@email.com,Germany,2024-11-28,google_ads,free,64,True
146,Leon,Wilson,leon.wilson146@email.com,UK,2023-01-07,email,premium,44,True
147,Michael,Klein,michael.klein147@email.com,USA,2022-11-17,facebook_ads,premium,42,True
148,Daniel,Hoffmann,daniel.hoffmann148@email.com,Germany,2024-08-04,organic,basic,23,True
149,Michael,Thompson,michael.thompson149@email.com,Netherlands,2024-02-22,google_ads,free,37,True
150,Paul,Bauer,paul.bauer150@email.com,USA,2023-12-15,google_ads,basic,47,True
151,Ben,Garcia,ben.garcia151@email.com,USA,2022-06-06,influencer,basic,27,True
152,Lena,Bauer,lena.bauer152@email.com,USA,2023-07-24,google_ads,free,55,True
153,Elias,Müller,elias.müller153@email.com,Netherlands,2024-08-07,tiktok_ads,premium,32,True
154,Simon,Fischer,simon.fischer154@email.com,USA,2024-04-03,email,free,20,True
155,Daniel,Fischer,daniel.fischer155@email.com,Germany,2022-03-05,email,premium,57,True
156,Laura,Bauer,laura.bauer156@email.com,UK,2023-08-30,organic,basic,54,True
157,Hannah,Schulz,hannah.schulz157@email.com,France,2023-03-12,facebook_ads,free,62,False
158,Paul,Johnson,paul.johnson158@email.com,France,2024-08-13,google_ads,premium,42,True
159,Oliver,Müller,oliver.müller159@email.com,Germany,2024-09-04,organic,free,63,True
160,Jonas,Weber,jonas.weber160@email.com,Germany,2024-11-19,facebook_ads,basic,26,True
161,Simon,Schwarz,simon.schwarz161@email.com,Germany,2022-05-03,facebook_ads,free,61,True
162,Mia,Brown,mia.brown162@email.com,Germany,2022-03-14,influencer,free,58,False
163,Lukas,Becker,lukas.becker163@email.com,Switzerland,2024-10-14,facebook_ads,basic,41,True
164,Oliver,Bauer,oliver.bauer164@email.com,Netherlands,2022-04-06,referral,basic,27,True
165,Anna,Jones,anna.jones165@email.com,UK,2024-04-01,google_ads,premium,28,True
166,Nina,Hoffmann,nina.hoffmann166@email.com,Germany,2022-05-03,email,basic,41,True
167,Ben,Garcia,ben.garcia167@email.com,USA,2023-12-29,facebook_ads,basic,29,True
168,Thomas,Klein,thomas.klein168@email.com,USA,2023-03-19,influencer,basic,36,True
169,Leon,Johnson,leon.johnson169@email.com,UK,2024-03-15,facebook_ads,basic,44,True
170,Leon,Taylor,leon.taylor170@email.com,Netherlands,2022-05-06,referral,basic,19,True
171,Lena,Bauer,lena.bauer171@email.com,Germany,2023-06-26,referral,premium,61,True
172,Hannah,Brown,hannah.brown172@email.com,USA,2022-06-06,facebook_ads,basic,56,True
173,Simon,Wilson,simon.wilson173@email.com,Germany,2022-12-18,email,free,33,True
174,Max,Garcia,max.garcia174@email.com,Switzerland,2024-10-08,google_ads,premium,43,True
175,Daniel,Weber,daniel.weber175@email.com,Austria,2024-02-26,organic,basic,27,True
176,Jonas,Garcia,jonas.garcia176@email.com,Germany,2022-06-12,tiktok_ads,free,53,True
177,Thomas,Jones,thomas.jones177@email.com,USA,2022-04-30,organic,free,46,True
178,Anna,Fischer,anna.fischer178@email.com,Austria,2023-12-13,organic,basic,21,True
179,Anna,Brown,anna.brown179@email.com,UK,2023-10-05,email,free,24,False
180,Noah,Taylor,noah.taylor180@email.com,Netherlands,2022-09-22,organic,free,51,True
181,Julia,Johnson,julia.johnson181@email.com,Switzerland,2023-07-24,google_ads,free,22,True
182,Leon,Müller,leon.müller182@email.com,USA,2022-09-18,google_ads,free,47,True
183,Felix,Schröder,felix.schröder183@email.com,Germany,2024-01-07,organic,free,61,True
184,Oliver,Martin,oliver.martin184@email.com,UK,2024-06-26,google_ads,free,37,True
185,Marie,Martin,marie.martin185@email.com,Germany,2022-01-11,referral,free,21,True
186,Oliver,Jones,oliver.jones186@email.com,UK,2023-01-08,google_ads,premium,65,True
187,Jan,Müller,jan.müller187@email.com,Switzerland,2023-02-03,tiktok_ads,free,24,False
188,Ben,Richter,ben.richter188@email.com,USA,2024-11-01,facebook_ads,premium,31,True
189,Mia,Wolf,mia.wolf189@email.com,Austria,2023-02-09,facebook_ads,basic,29,True
190,Emma,Fischer,emma.fischer190@email.com,Austria,2022-01-19,organic,basic,59,True
191,Luis,Wolf,luis.wolf191@email.com,Austria,2022-07-06,google_ads,basic,58,True
192,Michael,Bauer,michael.bauer192@email.com,USA,2024-01-30,facebook_ads,basic,28,True
193,Thomas,Becker,thomas.becker193@email.com,Germany,2024-04-04,facebook_ads,free,65,True
194,Jonas,Wilson,jonas.wilson194@email.com,Germany,2023-12-08,referral,premium,27,True
195,Leon,Becker,leon.becker195@email.com,France,2024-09-21,facebook_ads,basic,21,True
196,Lena,Weber,lena.weber196@email.com,USA,2022-05-27,email,basic,29,True
197,Michael,Fischer,michael.fischer197@email.com,Germany,2023-12-01,facebook_ads,free,30,False
198,Finn,Koch,finn.koch198@email.com,USA,2023-05-30,organic,basic,42,True
199,Luis,Schulz,luis.schulz199@email.com,Germany,2024-11-24,organic,free,46,False
200,Marie,Brown,marie.brown200@email.com,UK,2024-01-01,facebook_ads,premium,48,True
201,Lena,Wolf,lena.wolf201@email.com,Germany,2022-09-29,facebook_ads,free,56,True
202,Paul,Hoffmann,paul.hoffmann202@email.com,Germany,2023-08-15,email,premium,48,True
203,Ben,Klein,ben.klein203@email.com,UK,2022-05-20,facebook_ads,premium,64,True
204,Thomas,Wolf,thomas.wolf204@email.com,UK,2023-09-19,influencer,basic,62,True
205,Jan,Neumann,jan.neumann205@email.com,Germany,2022-12-25,google_ads,free,55,True
206,Finn,Wilson,finn.wilson206@email.com,Germany,2023-04-20,tiktok_ads,premium,63,True
207,Felix,Hoffmann,felix.hoffmann207@email.com,Netherlands,2023-10-29,facebook_ads,premium,46,True
208,Finn,Thompson,finn.thompson208@email.com,Austria,2024-02-20,tiktok_ads,premium,21,True
209,Elias,Martin,elias.martin209@email.com,Germany,2023-03-18,google_ads,premium,19,True
210,Elias,Brown,elias.brown210@email.com,Germany,2023-01-20,email,basic,35,True
211,Luis,Martin,luis.martin211@email.com,USA,2024-11-20,organic,free,18,True
212,Leon,Müller,leon.müller212@email.com,Germany,2024-10-15,facebook_ads,basic,51,True
213,Stefan,Schwarz,stefan.schwarz213@email.com,Germany,2023-12-10,organic,basic,56,True
214,Hannah,Taylor,hannah.taylor214@email.com,Switzerland,2024-11-15,email,free,24,True
215,Lena,Weber,lena.weber215@email.com,USA,2024-05-16,facebook_ads,basic,42,True
216,Sophie,Weber,sophie.weber216@email.com,Germany,2024-07-08,google_ads,free,47,True
217,Thomas,Richter,thomas.richter217@email.com,Netherlands,2023-02-28,google_ads,basic,65,True
218,Anna,Fischer,anna.fischer218@email.com,Austria,2023-05-10,facebook_ads,premium,25,True
219,Stefan,Weber,stefan.weber219@email.com,Germany,2024-11-29,google_ads,premium,59,True
220,Hannah,Richter,hannah.richter220@email.com,Switzerland,2022-01-06,organic,basic,37,True
221,Julia,Martin,julia.martin221@email.com,Austria,2024-04-19,organic,basic,46,True
222,Mia,Martin,mia.martin222@email.com,USA,2024-05-07,referral,basic,53,True
223,Luis,Thompson,luis.thompson223@email.com,Austria,2024-02-08,email,premium,31,True
224,Max,Garcia,max.garcia224@email.com,UK,2024-07-21,referral,premium,19,True
225,Max,Koch,max.koch225@email.com,France,2023-07-05,organic,basic,31,True
226,Simon,Martin,simon.martin226@email.com,UK,2022-06-19,google_ads,premium,21,True
227,Oliver,Wagner,oliver.wagner227@email.com,Germany,2022-10-09,email,free,24,True
228,Sarah,Müller,sarah.müller228@email.com,Germany,2023-07-02,google_ads,premium,22,True
229,Jonas,Schulz,jonas.schulz229@email.com,Austria,2022-08-23,facebook_ads,free,65,True
230,Max,Schmidt,max.schmidt230@email.com,Netherlands,2022-10-21,organic,premium,42,True
231,Simon,Jones,simon.jones231@email.com,Netherlands,2022-02-07,email,free,23,True
232,Thomas,Wagner,thomas.wagner232@email.com,UK,2022-10-21,facebook_ads,free,50,True
233,Jan,Smith,jan.smith233@email.com,Austria,2022-12-18,facebook_ads,basic,56,True
234,Paul,Becker,paul.becker234@email.com,UK,2024-11-12,referral,premium,62,True
235,Mia,Schulz,mia.schulz235@email.com,Austria,2024-11-14,facebook_ads,basic,50,True
236,Nina,Hoffmann,nina.hoffmann236@email.com,USA,2023-06-27,email,basic,47,True
237,Jan,Taylor,jan.taylor237@email.com,UK,2024-10-19,google_ads,premium,38,True
238,Daniel,Wilson,daniel.wilson238@email.com,Netherlands,2023-04-13,google_ads,basic,42,True
239,Paul,Fischer,paul.fischer239@email.com,Austria,2023-12-24,tiktok_ads,basic,48,True
240,Anna,Schmidt,anna.schmidt240@email.com,Germany,2022-04-30,organic,basic,53,True
241,Marie,Richter,marie.richter241@email.com,UK,2022-05-25,organic,free,58,False
242,Paul,Wagner,paul.wagner242@email.com,USA,2024-11-24,google_ads,premium,47,True
243,Oliver,Müller,oliver.müller243@email.com,Austria,2022-03-23,google_ads,premium,24,True
244,Simon,Taylor,simon.taylor244@email.com,Germany,2024-07-20,organic,free,43,True
245,Lena,Klein,lena.klein245@email.com,USA,2023-10-02,tiktok_ads,premium,20,True
246,Leon,Weber,leon.weber246@email.com,Switzerland,2023-06-01,organic,free,52,True
247,Lena,Hoffmann,lena.hoffmann247@email.com,Germany,2024-01-21,facebook_ads,premium,20,True
248,Daniel,Weber,daniel.weber248@email.com,Netherlands,2023-10-29,organic,free,60,True
249,Max,Wagner,max.wagner249@email.com,Austria,2024-11-21,organic,basic,65,True
250,Sarah,Bauer,sarah.bauer250@email.com,Germany,2022-07-02,tiktok_ads,free,63,True
251,Sarah,Wolf,sarah.wolf251@email.com,Germany,2024-03-21,google_ads,premium,57,True
252,Ben,Becker,ben.becker252@email.com,UK,2023-08-26,google_ads,free,29,True
253,Noah,Taylor,noah.taylor253@email.com,Switzerland,2022-07-25,organic,basic,54,True
254,Marie,Wolf,marie.wolf254@email.com,Germany,2024-01-03,google_ads,premium,46,True
255,Felix,Schulz,felix.schulz255@email.com,USA,2023-11-19,tiktok_ads,premium,58,True
256,Elias,Schulz,elias.schulz256@email.com,Switzerland,2023-10-08,google_ads,basic,23,True
257,Jan,Koch,jan.koch257@email.com,France,2022-03-30,organic,premium,19,True
258,Thomas,Garcia,thomas.garcia258@email.com,Germany,2024-07-01,influencer,basic,23,True
259,Leon,Klein,leon.klein259@email.com,Austria,2024-07-17,google_ads,basic,44,True
260,Nina,Müller,nina.müller260@email.com,Switzerland,2023-01-29,facebook_ads,free,22,False
261,Max,Schulz,max.schulz261@email.com,USA,2024-02-25,facebook_ads,premium,24,True
262,Anna,Hoffmann,anna.hoffmann262@email.com,USA,2022-10-13,organic,basic,56,True
263,Ben,Bauer,ben.bauer263@email.com,Austria,2024-12-06,email,free,40,False
264,Mia,Martin,mia.martin264@email.com,Germany,2023-04-01,organic,free,52,True
265,Sarah,Schwarz,sarah.schwarz265@email.com,Germany,2024-01-10,organic,basic,60,True
266,Sophie,Neumann,sophie.neumann266@email.com,USA,2023-07-13,organic,free,27,True
267,Simon,Wagner,simon.wagner267@email.com,USA,2023-08-14,email,basic,18,True
268,Simon,Schröder,simon.schröder268@email.com,Switzerland,2024-04-21,facebook_ads,premium,54,True
269,Thomas,Richter,thomas.richter269@email.com,UK,2022-07-06,email,free,24,False
270,Lisa,Richter,lisa.richter270@email.com,USA,2024-03-31,email,premium,52,True
271,Lena,Wilson,lena.wilson271@email.com,UK,2022-03-31,email,basic,64,True
272,Sarah,Müller,sarah.müller272@email.com,USA,2023-06-23,facebook_ads,free,63,False
273,Lisa,Koch,lisa.koch273@email.com,France,2022-04-17,google_ads,basic,56,True
274,Hannah,Klein,hannah.klein274@email.com,Germany,2023-06-27,organic,premium,21,True
275,Emma,Jones,emma.jones275@email.com,Germany,2024-12-19,email,basic,64,True
276,Hannah,Wilson,hannah.wilson276@email.com,UK,2022-01-05,email,free,65,True
277,Oliver,Weber,oliver.weber277@email.com,Germany,2023-11-22,facebook_ads,basic,30,True
278,Lena,Becker,lena.becker278@email.com,UK,2024-07-27,google_ads,premium,48,True
279,Thomas,Becker,thomas.becker279@email.com,USA,2022-09-08,referral,basic,28,True
280,Simon,Thompson,simon.thompson280@email.com,USA,2023-02-26,facebook_ads,basic,27,True
281,Noah,Taylor,noah.taylor281@email.com,Germany,2023-09-08,facebook_ads,basic,64,True
282,Thomas,Koch,thomas.koch282@email.com,France,2022-05-01,referral,basic,34,True
283,Julia,Martin,julia.martin283@email.com,USA,2024-10-06,google_ads,basic,37,True
284,Lisa,Schröder,lisa.schröder284@email.com,Germany,2023-04-17,facebook_ads,basic,44,True
285,Julia,Taylor,julia.taylor285@email.com,Germany,2023-10-09,referral,premium,64,True
286,Laura,Schwarz,laura.schwarz286@email.com,Germany,2024-09-23,referral,basic,51,True
287,Jan,Schmidt,jan.schmidt287@email.com,USA,2022-12-19,influencer,free,58,True
288,Lukas,Hoffmann,lukas.hoffmann288@email.com,USA,2022-01-18,facebook_ads,free,35,False
289,Elias,Richter,elias.richter289@email.com,Germany,2023-06-05,facebook_ads,basic,41,True
290,Luis,Schmidt,luis.schmidt290@email.com,Germany,2024-12-20,facebook_ads,basic,43,True
291,Jonas,Weber,jonas.weber291@email.com,Netherlands,2022-03-06,google_ads,free,44,True
292,Simon,Brown,simon.brown292@email.com,Austria,2023-03-17,email,premium,56,True
293,Daniel,Schmidt,daniel.schmidt293@email.com,Germany,2022-08-18,organic,basic,37,True
294,Lisa,Martin,lisa.martin294@email.com,USA,2022-04-01,organic,basic,40,True
295,Jan,Smith,jan.smith295@email.com,Switzerland,2023-06-17,google_ads,premium,41,True
296,Nina,Schmidt,nina.schmidt296@email.com,France,2024-07-29,organic,basic,42,True
297,Jan,Müller,jan.müller297@email.com,UK,2022-06-12,google_ads,premium,58,True
298,Julia,Richter,julia.richter298@email.com,USA,2023-08-05,email,basic,58,True
299,Emma,Jones,emma.jones299@email.com,Germany,2023-11-04,tiktok_ads,basic,43,True
300,Thomas,Schmidt,thomas.schmidt300@email.com,USA,2023-03-07,email,premium,47,True
301,Sarah,Martin,sarah.martin301@email.com,UK,2024-03-15,organic,free,19,True
302,Sophie,Schröder,sophie.schröder302@email.com,UK,2022-09-17,organic,premium,62,True
303,Nina,Schwarz,nina.schwarz303@email.com,Austria,2023-08-22,organic,basic,50,True
304,Nina,Schröder,nina.schröder304@email.com,UK,2023-10-04,organic,premium,44,True
305,Jan,Wilson,jan.wilson305@email.com,Austria,2022-02-15,referral,free,60,True
306,Marie,Richter,marie.richter306@email.com,Germany,2022-02-25,tiktok_ads,basic,50,True
307,Michael,Neumann,michael.neumann307@email.com,Switzerland,2023-08-14,referral,basic,18,True
